,node_id,name,citation_pmid,prop_id,citation_type,citation_source,citation_authors,citation_pubdate,citation_comment,citation_url,citation_desc
305,30717,,12165350,,CT2,PubMed API,"Horovitz SG, Skudlarski P, Gore JC",2002 May,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=12165350&retmode=ref&cmd=prlinks,Correlations and dissociations between BOLD signal and P300 amplitude in an auditory oddball task: a parametric approach to combining fMRI and ERP.
306,30718,,21618671,,CT2,PubMed API,"SegalÃ s C, Labad J, Alonso P, Real E, SubirÃ  M, Bueno B, JimÃ©nez-Murcia S, MenchÃ³n JM",2011 May 26,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=21618671&retmode=ref&cmd=prlinks,Olfactory identification and discrimination in obsessive-compulsive disorder.
307,30719,,21372115,,CT2,PubMed API,"Lutterotti A, Vedovello M, Reindl M, Ehling R, Dipauli F, Kuenz B, Gneiss C, Deisenhammer F, Berger T",2011 Mar 3,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=21372115&retmode=ref&cmd=prlinks,"Olfactory threshold is impaired in early, active multiple sclerosis."
308,30720,,16405146,,CT2,PubMed API,"Unsworth N, Heitz RP, Schrock JC, Engle RW",2005 Aug,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=16405146&retmode=ref&cmd=prlinks,An automated version of the operation span task.
309,30721,,10502865,,CT2,PubMed API,"Klein K, Fiss WH",1999 Aug,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=10502865&retmode=ref&cmd=prlinks,The reliability and stability of the Turner and Engle working memory task.
310,30722,,14710866,,CT2,PubMed API,"Owen WJ, Borowsky R",2003 Dec,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=14710866&retmode=ref&cmd=prlinks,Examining the interactivity of lexical orthographic and phonological processing.
311,30723,,12093106,,CT2,PubMed API,"Cunningham AE, Perry KE, Stanovich KE, Share DL",2002 Jul,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=12093106&retmode=ref&cmd=prlinks,Orthographic learning during reading: examining the role of self-teaching.
312,30724,,15272109,,CT2,PubMed API,"Gedney JJ, Glover TL, Fillingim RB",2004 Jul-Aug,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=15272109&retmode=ref&cmd=prlinks,Sensory and affective pain discrimination after inhalation of essential oils.
313,30725,,18605481,,CT2,PubMed API,"Davis OC, Geller AS, Rizzuto DS, Kahana MJ",2008 Feb,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=18605481&retmode=ref&cmd=prlinks,Temporal associative processes revealed by intrusions in paired-associate recall.
314,30726,,12853960,,CT2,PubMed API,"Day M, Langston R, Morris RG",2003 Jul 10,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=12853960&retmode=ref&cmd=prlinks,Glutamate-receptor-mediated encoding and retrieval of paired-associate learning.
315,30727,,14090524,,CT2,PubMed API,"GOODGLASS H, KAPLAN E",1963 Dec,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=14090524&retmode=ref&cmd=prlinks,DISTURBANCE OF GESTURE AND PANTOMIME IN APHASIA.
316,30728,,9022229,,CT2,PubMed API,"Rogers SJ, Bennetto L, McEvoy R, Pennington BF",1996 Oct,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=9022229&retmode=ref&cmd=prlinks,Imitation and pantomime in high-functioning adolescents with autism spectrum disorders.
317,30729,,7948055,,CT2,PubMed API,"Martin P, Tewesmeier M, Albers M, Schmid G, Scharfetter C",1994,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=7948055&retmode=ref&cmd=prlinks,Investigation of gestural and pantomime performance in chronic schizophrenic inpatients.
318,30730,,15486477,,CT2,PubMed API,"Brown S, Martinez MJ, Parsons LM",2004 Sep 15,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=15486477&retmode=ref&cmd=prlinks,Passive music listening spontaneously engages limbic and paralimbic systems.
319,30731,,15184903,,CT2,PubMed API,"Wilson SM, Saygin AP, Sereno MI, Iacoboni M",2004 Jul,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=15184903&retmode=ref&cmd=prlinks,Listening to speech activates motor areas involved in speech production.
320,30732,,20615035,,CT2,PubMed API,"Remijn GB, Kojima H",2010 May-Jun,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=20615035&retmode=ref&cmd=prlinks,Active versus passive listening to auditory streaming stimuli: a near-infrared spectroscopy study.
321,30733,,21620978,,CT2,PubMed API,"Price GR, Ansari D",2011 May 17,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=21620978&retmode=ref&cmd=prlinks,Symbol processing in the left angular gyrus: Evidence from passive perception of digits.
322,30734,,20535125,,CT2,PubMed API,"Seo Y, Jeong B, Kim JW, Choi J",2010 Jul-Aug,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=20535125&retmode=ref&cmd=prlinks,The relationship between age and brain response to visual erotic stimuli in healthy heterosexual males.
323,30735,,19332361,,CT2,PubMed API,"Bednarek D, SaldaÃ±a D, GarcÃ­a I",2009 Aug,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=19332361&retmode=ref&cmd=prlinks,Visual versus phonological abilities in Spanish dyslexic boys and girls.
324,30736,,19437205,,CT2,PubMed API,"Nithart C, Demont E, Majerus S, Leybaert J, Poncelet M, Metz-Lutz MN",2009,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=19437205&retmode=ref&cmd=prlinks,Reading disabilities in SLI and dyslexia result from distinct phonological impairments.
325,30737,,9070416,,CT2,PubMed API,"Swan D, Goswami U",1997 Feb 15,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=9070416&retmode=ref&cmd=prlinks,Picture naming deficits in developmental dyslexia: the phonological representations hypothesis.
326,30738,,1582161,,CT2,PubMed API,Glaser WR,1992 Mar,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=1582161&retmode=ref&cmd=prlinks,Picture naming.
327,30739,,21646931,,CT2,PubMed API,"Vaerenberg B, Pascu A, Del Bo L, Schauwers K, De Ceulaer G, Daemers K, Coene M, Govaerts PJ",2011 Jun 3,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=21646931&retmode=ref&cmd=prlinks,Clinical Assessment of Pitch Perception.
328,30740,,20706954,,CT2,PubMed API,"Williamson VJ, Stewart L",2010 Aug,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=20706954&retmode=ref&cmd=prlinks,Memory for pitch in congenital amusia: beyond a fine-grained pitch discrimination problem.
329,30741,,9454863,,CT2,PubMed API,"Henriques DY, Klier EM, Smith MA, Lowy D, Crawford JD",1998 Feb 15,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=9454863&retmode=ref&cmd=prlinks,Gaze-centered remapping of remembered visual space in an open-loop pointing task.
330,30742,,8828887,,CT2,PubMed API,Paillard J,1996 Apr,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=8828887&retmode=ref&cmd=prlinks,Fast and slow feedback loops for the visual correction of spatial errors in a pointing task: a reappraisal.
331,30743,,21374079,,CT2,PubMed API,"Serwe S, KÃ¶rding KP, TrommershÃ¤user J",2011 Apr,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=21374079&retmode=ref&cmd=prlinks,Visual-haptic cue integration with spatial and temporal disparity during pointing movements.
332,30744,,21547744,,CT2,PubMed API,"Ready RE, Vaidya JG, Watson D, Latzman RD, Koffel EA, Clark LA",2011 Jan 1,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=21547744&retmode=ref&cmd=prlinks,Age-group differences in facets of positive and negative affect.
333,30745,,21516166,,CT2,PubMed API,"Merz EL, Roesch SC",2011 Feb 1,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=21516166&retmode=ref&cmd=prlinks,Modeling trait and state variation using multilevel factor analysis with PANAS daily diary data.
334,30746,,11506651,,CT2,PubMed API,"Arrington CM, Carr TH, Mayer AR, Rao SM",2000,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=11506651&retmode=ref&cmd=prlinks,Neural mechanisms of visual attention: object-based selection of a region in space.
335,30747,,21394555,,CT2,PubMed API,"Langley LK, Friesen CK, Saville AL, Ciernia AT",2011 Mar 11,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=21394555&retmode=ref&cmd=prlinks,"Timing of reflexive visuospatial orienting in young, young-old, and old-old adults."
336,30748,,17910172,,CT2,PubMed API,"Foerde K, Poldrack RA, Knowlton BJ",2007 Jul,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=17910172&retmode=ref&cmd=prlinks,Secondary-task effects on classification learning.
337,30749,,20689728,,CT2,PubMed API,"Burnett S, Bault N, Coricelli G, Blakemore SJ",2010 Apr,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=20689728&retmode=ref&cmd=prlinks,Adolescents&#39; heightened risk-seeking in a probabilistic gambling task.
338,30750,,10506092,,CT2,PubMed API,"Brunswick N, McCrory E, Price CJ, Frith CD, Frith U",1999 Oct,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=10506092&retmode=ref&cmd=prlinks,Explicit and implicit processing of words and pseudowords by adult developmental dyslexics: A search for Wernicke&#39;s Wortschatz?
339,30751,,10714145,,CT2,PubMed API,"Chateau D, Jared D",2000 Jan,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=10714145&retmode=ref&cmd=prlinks,Exposure to print and word recognition processes.
340,30752,,2140399,,CT2,PubMed API,Rueckl JG,1990 May,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=2140399&retmode=ref&cmd=prlinks,Similarity effects in word and pseudoword repetition priming.
341,30753,,7617154,,CT2,PubMed API,"Hodges JR, Patterson K",1995 Apr,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=7617154&retmode=ref&cmd=prlinks,Is semantic memory consistently impaired early in the course of Alzheimer&#39;s disease? Neuroanatomical and diagnostic implications.
342,30754,,9529781,,CT2,PubMed API,"Meyer MS, Wood FB, Hart LA, Felton RH",1998 Mar-Apr,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=9529781&retmode=ref&cmd=prlinks,Selective predictive value of rapid automatized naming in poor readers.
343,30755,,,,CTM,Manual,"Marianne S. Meyer, Frank B. Wood, Lesley A. Hart and Rebecca H. Felton",1992,,,Longitudinal course of rapid naming in disabled and nondisabled readers 
344,30756,,,,CTM,Manual,"Valdes Sosa, M., Bobes, M. A., Rodriguez, V., Acosta, Y., Perez, J. I., & Borrego, M.",2003,,,The influence of scene organization on attention: Psychophysics and electrophysiology.
345,30757,,12742102,,CT2,PubMed API,"Mitchell JF, Stoner GR, Fallah M, Reynolds JH",2003 Jun,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=12742102&retmode=ref&cmd=prlinks,Attentional selection of superimposed surfaces cannot be explained by modulation of the gain of color channels.
346,30758,,10855046,,CT2,PubMed API,"Meguro Y, Fujii T, Yamadori A, Tsukiura T, Suzuki K, Okuda J, Osaka M",2000 Jun,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=10855046&retmode=ref&cmd=prlinks,The nature of age-related decline on the reading span task.
347,30759,,17910734,,CT2,PubMed API,"Heitz RP, Schrock JC, Payne TW, Engle RW",2008 Jan,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=17910734&retmode=ref&cmd=prlinks,Effects of incentive on working memory capacity: behavioral and pupillometric data.
348,30760,,12079578,,CT2,PubMed API,"Schelstraete MA, Hupet M",2002 Jul-Sep,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=12079578&retmode=ref&cmd=prlinks,Cognitive aging and inhibitory efficiency in the Daneman and Carpenter&#39;s working memory task.
349,30761,,2966230,,CT2,PubMed API,"Snodgrass JG, Corwin J",1988 Mar,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=2966230&retmode=ref&cmd=prlinks,Pragmatics of measuring recognition memory: applications to dementia and amnesia.
350,30762,,7983210,,CT2,PubMed API,Millis SR,1994 Jul,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=7983210&retmode=ref&cmd=prlinks,Assessment of motivation and memory with the Recognition Memory Test after financially compensable mild head injury.
351,30763,,16945915,,CT2,PubMed API,"Damoiseaux JS, Rombouts SA, Barkhof F, Scheltens P, Stam CJ, Smith SM, Beckmann CF",2006 Sep 12,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=16945915&retmode=ref&cmd=prlinks,Consistent resting-state networks across healthy subjects.
352,30764,,15852468,,CT2,PubMed API,Fransson P,2005 Sep,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=15852468&retmode=ref&cmd=prlinks,Spontaneous low-frequency BOLD signal fluctuations: an fMRI investigation of the resting-state default mode of brain function hypothesis.
353,30765,,15134842,,CT2,PubMed API,"Clark L, Cools R, Robbins TW",2004 Jun,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=15134842&retmode=ref&cmd=prlinks,The neuropsychology of ventral prefrontal cortex: decision-making and reversal learning.
354,30766,,21298049,,CT2,PubMed API,"Nahum L, Gabriel D, Schnider A",2011 Jan 27,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=21298049&retmode=ref&cmd=prlinks,Human processing of behaviorally relevant and irrelevant absence of expected rewards: a high-resolution ERP study.
355,30767,,15072681,,CT2,PubMed API,"Hornak J, O&#39;Doherty J, Bramham J, Rolls ET, Morris RG, Bullock PR, Polkey CE",2004 Apr,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=15072681&retmode=ref&cmd=prlinks,Reward-related reversal learning after surgical excisions in orbito-frontal or dorsolateral prefrontal cortex in humans.
356,30768,,11506664,,CT2,PubMed API,"Poldrack RA, Temple E, Protopapas A, Nagarajan S, Tallal P, Merzenich M, Gabrieli JD",2001 Jul 1,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=11506664&retmode=ref&cmd=prlinks,Relations between the neural bases of dynamic auditory processing and phonological processing: evidence from fMRI.
357,30769,,19640506,,CT2,PubMed API,"Elman I, Lowen S, Frederick BB, Chi W, Becerra L, Pitman RK",2009 Dec 15,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=19640506&retmode=ref&cmd=prlinks,Functional neuroimaging of reward circuitry responsivity to monetary gains and losses in posttraumatic stress disorder.
358,30770,,18433774,,CT2,PubMed API,"Pizzagalli DA, Iosifescu D, Hallett LA, Ratner KG, Fava M",2008 Nov,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=18433774&retmode=ref&cmd=prlinks,Reduced hedonic capacity in major depressive disorder: evidence from a probabilistic reward task.
359,30771,,21307361,,CT2,PubMed API,"Figlewicz DP, Bennett-Jay JL, Kittleson S, Sipols AJ, Zavosh A",2011 Apr,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=21307361&retmode=ref&cmd=prlinks,Sucrose self-administration and CNS activation in the rat.
360,30772,,15769561,,CT2,PubMed API,"Leland DS, Paulus MP",2005 Apr 4,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=15769561&retmode=ref&cmd=prlinks,Increased risk-taking decision-making but not altered response to punishment in stimulant-using young adults.
361,30773,,18550595,,CT2,PubMed API,"Landau SM, Lal R, O&#39;Neil JP, Baker S, Jagust WJ",2009 Feb,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=18550595&retmode=ref&cmd=prlinks,Striatal dopamine and working memory.
362,30774,,6452496,,CT2,PubMed API,"Miller J, Bauer DW",1981 Feb,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=6452496&retmode=ref&cmd=prlinks,Irrelevant differences in the 
363,30775,,12184555,,CT2,PubMed API,"Meiran N, Marciano H",2002 Jun,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=12184555&retmode=ref&cmd=prlinks,Limitations in advance task preparation: switching the relevant stimulus dimension in speeded same-different comparisons.
364,30776,,20728549,,CT2,PubMed API,"Prado J, Carp J, Weissman DH",2011 Jan 1,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=20728549&retmode=ref&cmd=prlinks,Variations of response time in a selective attention task are linked to variations of functional connectivity in the attentional network.
365,30777,,20417659,,CT2,PubMed API,"BÃ¶cker KB, Gerritsen J, Hunault CC, Kruidenier M, Mensinga TT, Kenemans JL",2010 Jul,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=20417659&retmode=ref&cmd=prlinks,Cannabis with high Î´9-THC contents affects perception and visual selective attention acutely: an event-related potential study.
366,30778,,20026231,,CT2,PubMed API,"Bidet-Caulet A, Mikyska C, Knight RT",2010 Mar,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=20026231&retmode=ref&cmd=prlinks,Load effects in auditory selective attention: evidence for distinct facilitation and inhibition mechanisms.
367,30779,,15989932,,CT2,PubMed API,"Joseph RM, Steele SD, Meyer E, Tager-Flusberg H",2005,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=15989932&retmode=ref&cmd=prlinks,Self-ordered pointing in children with autism: failure to use verbal mediation in the service of working memory?
368,30780,,17321716,,CT2,PubMed API,"Ross TP, Hanouskova E, Giarla K, Calhoun E, Tucker M",2007 May,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=17321716&retmode=ref&cmd=prlinks,The reliability and validity of the self-ordered pointing task.
369,30781,,13680440,,CT2,PubMed API,"Schmitter-Edgecombe M, Chaytor NS",2003 Oct,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=13680440&retmode=ref&cmd=prlinks,Self-ordered pointing performance following severe closed-head injury.
370,30782,,21274412,,CT2,PubMed API,"Kim M, Thompson CK",2003 Dec,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=21274412&retmode=ref&cmd=prlinks,Semantic anomaly judgement in individuals with probable Alzheimer&#39;s disease.
371,30783,,,,CTM,Manual,"Martin, R. and Romani, C.",1994,,,Verbal working memory and sentence comprehension: A multiple components view.
372,30784,,21042440,,CT2,PubMed API,"Ghosh S, Basu A, Kumaran SS, Khushu S",2010 Aug,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=21042440&retmode=ref&cmd=prlinks,Functional mapping of language networks in the normal brain using a word-association task.
